Actualizado 2026-09-12 09:10,,,,,,
Nro,Identificacion,Nombres,Apellidos,NroCuenta,IdBanco,Saldo
1155,1620978330,Carlos Ana Jorge,Lopez Vargas,10044511,9,27810.94535
1156,1620978330,Carlos Ana Jorge,Lopez Vargas,10044512,9,5005.0397
1157,2091268208,Lucia Elena,Flores,10017868,12,41265.53924
1158,2091268208,Lucia Elena,Flores,10017869,12,2642.5166
1159,8083458167,Lucia,Quispe Rodriguez,10088687,4,26025.73101
1160,8083458167,Lucia,Quispe Rodriguez,10088688,4,10985.70932
1161,111057360,Elena Diego Juan,Perez,10097540,3,43870.38829
1162,111057360,Elena Diego Juan,Perez,10097541,3,25283.18732
1163,1933750902,Jose,Quispe Perez,10115152,1,19516.56404
1164,1933750902,Jose,Quispe Perez,10115153,1,16593.71796
1165,3567678609,Maria Jose Carlos,Lopez,10053324,8,208.03258
1166,3567678609,Maria Jose Carlos,Lopez,10053325,8,5699.88447
1167,5673665563,Jorge Elena,Mendoza Lopez,10000082,4,27777.41346
1168,5673665563,Jorge Elena,Mendoza Lopez,10000083,5,16638.03276
1169,7807388276,Sofia Ricardo Lucia,Garcia Mendoza,10000084,5,28655.0179
1170,7807388276,Sofia Ricardo Lucia,Garcia Mendoza,10000085,6,3631.42183
1171,6080163397,Lucia,Rodriguez Flores,10106353,2,42758.54494
1172,6080163397,Lucia,Rodriguez Flores,10106354,2,11175.35404
1173,4693388164,Ricardo Carlos Sofia,Mamani Mendoza,10062221,7,47418.10809
1174,4693388164,Ricardo Carlos Sofia,Mamani Mendoza,10062222,7,48252.93285
1175,3037402820,Maria Diego Ana,Quispe Rodriguez,10017870,12,42386.34615
1176,3037402820,Maria Diego Ana,Quispe Rodriguez,10017871,12,48422.86168
1177,3648214724,Carlos Juan,Flores,10088689,4,2115.75457
1178,3648214724,Carlos Juan,Flores,10088690,4,16762.93448
1179,8056237308,Ana Ana,Garcia Rodriguez,10000086,6,19426.14818
1180,8056237308,Ana Ana,Garcia Rodriguez,10000087,6,44.73634
1181,2835354045,Maria,Garcia Mamani,10115154,1,702.9787
1182,2835354045,Maria,Garcia Mamani,10115155,1,6089.20394
1183,5963095630,Maria,Flores,10026846,11,30999.19343
1184,5963095630,Maria,Flores,10026847,11,17020.40384
1185,9619412532,Carlos Maria Luis,Perez Flores,10008946,13,37006.36945
1186,9619412532,Carlos Maria Luis,Perez Flores,10008947,13,39695.87111
1187,9676029482,Elena,Perez Quispe,10053326,8,24100.92841
1188,9676029482,Elena,Perez Quispe,10053327,8,38776.4205
1189,5020019092,Elena Carlos Jose,Claros Claros,10088691,4,26364.18891
1190,5020019092,Elena Carlos Jose,Claros Claros,10088692,4,43831.73178
1191,1694627816,Luis,Lopez Choque,10106355,2,1423.82218
1192,1694627816,Luis,Lopez Choque,10106356,2,13079.78563
1193,9347554958,Luis Lucia,Garcia Mamani,10106357,2,526.045
1194,9347554958,Luis Lucia,Garcia Mamani,10106358,2,15042.6346
1195,530214092,Luis Maria,Garcia,10017872,12,368.16081
1196,530214092,Luis Maria,Garcia,10017873,12,32925.20447
1197,3762679866,Ricardo Jorge,Claros Flores,10106359,2,30617.01598
1198,3762679866,Ricardo Jorge,Claros Flores,10106360,2,46918.37488
1199,959541776,Lucia Lucia Maria,Quispe Quispe,10115156,1,1479.77564
1200,959541776,Lucia Lucia Maria,Quispe Quispe,10115157,1,35170.33919
1201,2168515514,Jorge Sofia,Claros Mamani,10115158,1,27435.42592
1202,2168515514,Jorge Sofia,Claros Mamani,10115159,1,43166.783
1203,3270968049,Juan Lucia,Quispe Mamani,10071071,6,38758.67838
1204,3270968049,Juan Lucia,Quispe Mamani,10071072,6,85.37948
1205,2716327943,Elena,Perez,10026848,11,1636.78174
1206,2716327943,Elena,Perez,10026849,11,10243.2207
1207,2114389723,Elena,Rodriguez Perez,10053328,8,19083.78622
1208,2114389723,Elena,Rodriguez Perez,10053329,8,20069.11977
1209,659581386,Elena Lucia,Quispe,10062223,7,25514.86404
1210,659581386,Elena Lucia,Quispe,10062224,7,32697.39851
1211,5985322212,Elena Carlos,Mendoza Quispe,10008948,13,12799.84525
1212,5985322212,Elena Carlos,Mendoza Quispe,10008949,13,41345.81385
1213,1274414147,Diego Diego Jorge,Garcia,10115160,1,14806.06661
1214,1274414147,Diego Diego Jorge,Garcia,10115161,1,48285.05559
1215,6734234265,Luis Carlos Jorge,Flores,10071073,6,49773.7989
1216,6734234265,Luis Carlos Jorge,Flores,10071074,6,25535.15778
1217,3866803062,Lucia,Garcia Perez,10026850,11,4803.52281
1218,3866803062,Lucia,Garcia Perez,10026851,11,14219.64105
1219,5229099061,Luis Diego Jorge,Rodriguez Flores,10097542,3,5315.68638
1220,5229099061,Luis Diego Jorge,Rodriguez Flores,10097543,3,41180.49618
1221,7260686412,Elena,Flores Mendoza,10071075,6,12718.28635
1222,7260686412,Elena,Flores Mendoza,10071076,6,46315.62
1223,4631264333,Diego Elena Ricardo,Perez Mendoza,10008950,13,25636.10861
1224,4631264333,Diego Elena Ricardo,Perez Mendoza,10008951,13,5966.83472
1225,99515759,Lucia,Rodriguez Rodriguez,10044513,9,13972.08945
1226,99515759,Lucia,Rodriguez Rodriguez,10044514,9,16684.41599
1227,8682384083,Carlos Maria Elena,Perez,10071077,6,6881.8635
1228,8682384083,Carlos Maria Elena,Perez,10071078,6,1582.25748
1229,4629212136,Diego Jose,Mamani Vargas,10053330,8,49684.13712
1230,4629212136,Diego Jose,Mamani Vargas,10053331,8,37682.01061
1231,2579541187,Maria Lucia Jorge,Flores,10079876,5,5415.41328
1232,2579541187,Maria Lucia Jorge,Flores,10079877,5,23789.96458
1233,1812584318,Jorge Elena,Martinez Garcia,10026852,11,47668.7112
1234,1812584318,Jorge Elena,Martinez Garcia,10026853,11,41043.22009
1235,7501733450,Luis Ana,Lopez,10097544,3,40879.60506
1236,7501733450,Luis Ana,Lopez,10097545,3,43179.17916
1237,8427432952,Jose,Flores Mendoza,10088693,4,23838.94093
1238,8427432952,Jose,Flores Mendoza,10088694,4,48320.27385
1239,2109078437,Jorge Lucia,Quispe,10088695,4,23404.87935
1240,2109078437,Jorge Lucia,Quispe,10088696,4,34432.09547
1241,7131688921,Juan Ricardo,Claros,10115162,1,43951.3839
1242,7131688921,Juan Ricardo,Claros,10115163,1,37025.87805
1243,3791428119,Luis,Lopez Flores,10044515,9,29620.66932
1244,3791428119,Luis,Lopez Flores,10044516,9,18645.68281
1245,8228476709,Maria Juan,Mamani Perez,10115164,1,46347.17056
1246,8228476709,Maria Juan,Mamani Perez,10115165,1,41980.42552
1247,7042379896,Lucia,Flores,10026854,11,2755.96846
1248,7042379896,Lucia,Flores,10026855,11,13977.50918
1249,3435351712,Lucia Carlos,Quispe Claros,10008952,13,32480.41029
1250,3435351712,Lucia Carlos,Quispe Claros,10008953,13,8413.495
1251,1003122227,Elena Ana,Lopez Vargas,10115166,1,15658.64442
1252,1003122227,Elena Ana,Lopez Vargas,10115167,1,25764.896
1253,7955714291,Diego Jorge Lucia,Flores Vargas,10071079,6,14600.558
1254,7955714291,Diego Jorge Lucia,Flores Vargas,10071080,6,19235.21218
1255,6109365445,Ricardo,Rodriguez,10088697,4,271.03121
1256,6109365445,Ricardo,Rodriguez,10088698,4,513.10745
1257,6615442886,Maria,Vargas Quispe,10053332,8,12779.6541
1258,6615442886,Maria,Vargas Quispe,10053333,8,14960.92353
1259,726011730,Jorge,Perez Perez,10044517,9,10891.74432
1260,726011730,Jorge,Perez Perez,10044518,9,29130.72062
1261,2677328181,Jose Sofia Lucia,Garcia,10062225,7,43550.86164
1262,2677328181,Jose Sofia Lucia,Garcia,10062226,7,37664.15124
1263,4520057953,Juan Sofia,Rodriguez Rodriguez,10035730,10,16359.84117
1264,4520057953,Juan Sofia,Rodriguez Rodriguez,10035731,10,35728.16952
1265,1923619471,Luis Diego Luis,Vargas,10079878,5,9497.78581
1266,1923619471,Luis Diego Luis,Vargas,10079879,5,32795.31272
1267,2183189929,Luis Jose Luis,Mamani Flores,10000088,6,30663.46848
1268,2183189929,Luis Jose Luis,Mamani Flores,10000089,6,14489.37381
1269,4912728455,Jose Luis Carlos,Quispe,10008954,13,10398.31577
1270,4912728455,Jose Luis Carlos,Quispe,10008955,13,22854.66654
1271,1999335239,Diego Diego Diego,Claros,10097546,3,14767.60456
1272,1999335239,Diego Diego Diego,Claros,10097547,3,16500.29443
1273,2290972842,Ricardo,Garcia Mendoza,10008956,13,25860.49062
1274,2290972842,Ricardo,Garcia Mendoza,10008957,13,36111.74309
1275,1047934615,Diego Sofia Jose,Martinez,10106361,2,47810.99273
1276,1047934615,Diego Sofia Jose,Martinez,10106362,2,48695.07868
1277,2407495124,Luis Carlos Ricardo,Rodriguez,10044519,9,1631.10242
1278,2407495124,Luis Carlos Ricardo,Rodriguez,10044520,9,13437.93546
1279,7140530730,Jose Lucia,Claros Garcia,10017874,12,38280.13156
1280,7140530730,Jose Lucia,Claros Garcia,10017875,12,48369.5782
1281,1431014786,Jorge,Mamani,10079880,5,29431.46681
1282,1431014786,Jorge,Mamani,10079881,5,25315.36781
1283,3867157629,Jose Jorge Diego,Rodriguez Garcia,10097548,3,9714.99809
1284,3867157629,Jose Jorge Diego,Rodriguez Garcia,10097549,3,23837.43598
1285,5155408705,Luis,Quispe,10106363,2,42122.64623
1286,5155408705,Luis,Quispe,10106364,2,4411.70779
1287,3823687019,Lucia Diego,Quispe Perez,10000090,7,9312.64602
1288,3823687019,Lucia Diego,Quispe Perez,10000091,7,18391.58743
1289,6687657955,Luis,Lopez,10106365,2,19761.74628
1290,6687657955,Luis,Lopez,10106366,2,17326.60377
1291,6543277238,Jorge Lucia Lucia,Garcia,10062227,7,657.17745
1292,6543277238,Jorge Lucia Lucia,Garcia,10062228,7,19855.59823
1293,8777260349,Carlos Jose,Claros Mendoza,10062229,7,44784.98607
1294,8777260349,Carlos Jose,Claros Mendoza,10062230,7,7210.3929
1295,2574029861,Maria Ricardo Ricardo,Claros Perez,10106367,2,46132.10356
1296,2574029861,Maria Ricardo Ricardo,Claros Perez,10106368,2,24878.39599
1297,6032872325,Lucia Jorge,Vargas Rodriguez,10097550,3,36460.61383
1298,6032872325,Lucia Jorge,Vargas Rodriguez,10097551,3,39519.99688
1299,7245724127,Jorge Sofia,Quispe,10097552,3,35936.18854
1300,7245724127,Jorge Sofia,Quispe,10097553,3,1896.58789
1301,1901600097,Diego,Vargas,10071081,6,28438.43849
1302,1901600097,Diego,Vargas,10071082,6,38679.30155
1303,7085240398,Lucia Elena Lucia,Quispe Lopez,10035732,10,34457.37746
1304,7085240398,Lucia Elena Lucia,Quispe Lopez,10035733,10,43672.5087
1305,3278678333,Ricardo,Mendoza,10026856,11,15277.88715
1306,3278678333,Ricardo,Mendoza,10026857,11,47936.08601
1307,4257922410,Diego Lucia,Lopez,10106369,2,45246.21864
1308,4257922410,Diego Lucia,Lopez,10106370,2,35310.02524
1309,4288700796,Carlos Jorge,Vargas Quispe,10079882,5,26421.83914
1310,4288700796,Carlos Jorge,Vargas Quispe,10079883,5,5226.12681
1311,2675950818,Ana Jose Lucia,Garcia Mamani,10053334,8,6937.04449
1312,2675950818,Ana Jose Lucia,Garcia Mamani,10053335,8,15617.94623
1313,4999348550,Elena Sofia Carlos,Quispe,10035734,10,35117.59691
1314,4999348550,Elena Sofia Carlos,Quispe,10035735,10,47584.03151
1315,3627529961,Ricardo,Rodriguez,10017876,12,8014.46551
1316,3627529961,Ricardo,Rodriguez,10017877,12,41756.87843
1317,7572959182,Jose Diego Elena,Mamani,10106371,2,30325.07714
1318,7572959182,Jose Diego Elena,Mamani,10106372,2,31400.50091
1319,3541559728,Lucia,Flores,10044521,9,16346.47627
1320,3541559728,Lucia,Flores,10044522,9,494.55352
1321,394269127,Ana Jorge Carlos,Flores,10053336,8,7427.77038
1322,394269127,Ana Jorge Carlos,Flores,10053337,8,48752.00816
1323,4844635628,Luis Lucia Jorge,Claros,10035736,10,34677.07686
1324,4844635628,Luis Lucia Jorge,Claros,10035737,10,490.69818
1325,6491677186,Diego Sofia,Lopez,10035738,10,19236.72326
1326,6491677186,Diego Sofia,Lopez,10035739,10,19271.68229
1327,7715015907,Sofia,Lopez,10106373,2,47125.45564
1328,7715015907,Sofia,Lopez,10106374,2,28113.64063
1329,6098882317,Ricardo Maria Luis,Flores,10088699,4,20997.29614
1330,6098882317,Ricardo Maria Luis,Flores,10088700,4,36754.35432
1331,3415430343,Carlos Elena Sofia,Garcia Perez,10088701,4,36947.33531
1332,3415430343,Carlos Elena Sofia,Garcia Perez,10088702,4,18869.99898
1333,760728099,Jorge Ricardo Jorge,Lopez,10062231,7,34841.311
1334,760728099,Jorge Ricardo Jorge,Lopez,10062232,7,40514.05805
1335,1521078842,Juan,Choque,10088703,4,6352.96683
1336,1521078842,Juan,Choque,10088704,4,27006.77875
1337,9256759190,Luis,Garcia,10053338,8,6536.22046
1338,9256759190,Luis,Garcia,10053339,8,16546.58604
1339,3064983792,Elena Ana Ana,Rodriguez,10035740,10,29834.45602
1340,3064983792,Elena Ana Ana,Rodriguez,10035741,10,39756.45073
1341,8034930745,Maria,Rodriguez,10088705,4,24783.20903
1342,8034930745,Maria,Rodriguez,10088706,4,44195.08002
1343,4128771272,Ana,Rodriguez Claros,10115168,1,19059.05207
1344,4128771272,Ana,Rodriguez Claros,10115169,1,39562.61
1345,1044291191,Elena Sofia,Mamani,10017878,12,5276.09944
1346,1044291191,Elena Sofia,Mamani,10017879,12,32986.27032
1347,2169266772,Jorge,Claros,10088707,4,40472.3186
1348,2169266772,Jorge,Claros,10088708,4,126.11836
1349,6548523555,Maria,Lopez,10008958,13,13460.71
1350,6548523555,Maria,Lopez,10008959,13,28769.09306
1351,2333927242,Ana Juan,Flores Vargas,10106375,2,27362.661
1352,2333927242,Ana Juan,Flores Vargas,10106376,2,6677.79725
1353,472773045,Ana,Vargas,10088709,4,48976.63074
1354,472773045,Ana,Vargas,10088710,4,28842.47875
1355,7741434146,Lucia,Quispe,10008960,13,20486.0352
1356,7741434146,Lucia,Quispe,10008961,13,496.79569
1357,2502802875,Diego,Garcia Claros,10044523,9,45198.82768
1358,2502802875,Diego,Garcia Claros,10044524,9,24697.07211
1359,3926212469,Ricardo Diego,Lopez,10017880,12,34542.15215
1360,3926212469,Ricardo Diego,Lopez,10017881,12,42975.04376
1361,2514500053,Juan Maria Elena,Mamani,10017882,12,14157.39099
1362,2514500053,Juan Maria Elena,Mamani,10017883,12,20925.07835
1363,3791331805,Carlos,Garcia Claros,10079884,5,8107.40907
1364,3791331805,Carlos,Garcia Claros,10079885,5,45154.34847
1365,3845958997,Luis,Claros Vargas,10088711,4,36318.67543
1366,3845958997,Luis,Claros Vargas,10088712,4,8087.69767
1367,2327768877,Lucia,Perez Flores,10115170,1,19285.35825
1368,2327768877,Lucia,Perez Flores,10115171,1,11130.81372
1369,851841937,Jose,Martinez,10071083,6,16403.7897
1370,851841937,Jose,Martinez,10071084,6,277.23692
1371,922581745,Sofia Lucia,Choque,10115172,1,44901.47026
1372,922581745,Sofia Lucia,Choque,10115173,1,43751.17469
1373,1847019319,Luis,Rodriguez,10079886,5,40859.24004
1374,1847019319,Luis,Rodriguez,10079887,5,39373.54314
1375,4015162087,Juan,Flores,10062233,7,10476.80298
1376,4015162087,Juan,Flores,10062234,7,45004.94894
1377,8158789754,Luis,Flores Claros,10000092,7,11197.59775
1378,8158789754,Luis,Flores Claros,10000093,7,20381.28624
1379,4865344467,Ricardo Diego,Mamani Lopez,10071085,6,23795.81072
1380,4865344467,Ricardo Diego,Mamani Lopez,10071086,6,388.57129
1381,1992283274,Ana Luis Juan,Lopez Mendoza,10026858,11,20325.27597
1382,1992283274,Ana Luis Juan,Lopez Mendoza,10026859,11,34377.68502
1383,7160424186,Jorge,Flores,10115174,1,45128.60236
1384,7160424186,Jorge,Flores,10115175,1,26549.08019
1385,2969169577,Elena,Lopez Garcia,10017884,12,41227.14949
1386,2969169577,Elena,Lopez Garcia,10017885,12,18253.56486
1387,274211009,Juan Diego Jorge,Mamani Choque,10088713,4,8571.507
1388,274211009,Juan Diego Jorge,Mamani Choque,10088714,4,27247.92801
1389,2932081199,Sofia Elena Maria,Lopez Vargas,10026860,11,35292.33708
1390,2932081199,Sofia Elena Maria,Lopez Vargas,10026861,11,45992.98076
1391,9764879084,Diego Diego Jorge,Mamani Lopez,10088715,4,20340.78782
1392,9764879084,Diego Diego Jorge,Mamani Lopez,10088716,4,10626.80986
1393,3723448989,Diego,Rodriguez,10088717,4,22349.98708
1394,3723448989,Diego,Rodriguez,10088718,4,17883.03107
1395,2258121339,Luis,Quispe Garcia,10115176,1,26792.36682
1396,2258121339,Luis,Quispe Garcia,10115177,1,16689.79645
1397,3531483698,Jorge Diego,Flores,10062235,7,11416.08401
1398,3531483698,Jorge Diego,Flores,10062236,7,6.70614
1399,7677823545,Luis Lucia,Vargas Rodriguez,10097554,3,19261.55414
1400,7677823545,Luis Lucia,Vargas Rodriguez,10097555,3,31477.93919
1401,5182479795,Elena Ricardo Lucia,Mamani Vargas,10106377,2,37796.49796
1402,5182479795,Elena Ricardo Lucia,Mamani Vargas,10106378,2,44124.84365
1403,3083913748,Jorge Jorge,Garcia,10088719,4,40050.02464
1404,3083913748,Jorge Jorge,Garcia,10088720,4,13170.81404
1405,527509909,Luis Ricardo Jorge,Quispe Vargas,10026862,11,40245.37615
1406,527509909,Luis Ricardo Jorge,Quispe Vargas,10026863,11,451.82371
1407,5794238159,Diego Ricardo,Garcia Rodriguez,10044525,9,293.74443
1408,5794238159,Diego Ricardo,Garcia Rodriguez,10044526,9,432.16678
1409,3803978102,Elena Elena,Rodriguez,10044527,9,25770.1726
1410,3803978102,Elena Elena,Rodriguez,10044528,9,47611.11635
1411,3764302295,Diego Ana,Rodriguez,10079888,5,15991.26378
1412,3764302295,Diego Ana,Rodriguez,10079889,5,42910.35359
1413,5898773812,Luis Juan,Lopez Flores,10071087,6,31432.28082
1414,5898773812,Luis Juan,Lopez Flores,10071088,6,17387.95824
1415,5557205502,Sofia Luis Juan,Rodriguez,10053340,8,10607.10248
1416,5557205502,Sofia Luis Juan,Rodriguez,10053341,8,19471.56668
1417,3215572483,Ricardo,Mamani Garcia,10071089,6,27.4534
1418,3215572483,Ricardo,Mamani Garcia,10071090,6,44585.45088
1419,6072958378,Jose Ricardo Lucia,Flores,10079890,5,5386.50782
1420,6072958378,Jose Ricardo Lucia,Flores,10079891,5,38371.04368
1421,783281368,Lucia Elena Lucia,Choque Rodriguez,10062237,7,18983.81016
1422,783281368,Lucia Elena Lucia,Choque Rodriguez,10062238,7,4761.1713
1423,7897032051,Luis,Perez Flores,10026864,11,14.85675
1424,7897032051,Luis,Perez Flores,10026865,11,16023.14204
1425,3829476152,Carlos Diego Lucia,Lopez Mendoza,10008962,13,13653.05275
1426,3829476152,Carlos Diego Lucia,Lopez Mendoza,10008963,13,16267.46417
1427,5540007918,Luis,Rodriguez Vargas,10088721,4,48882.71487
1428,5540007918,Luis,Rodriguez Vargas,10088722,4,43060.44252
1429,5215964087,Elena,Rodriguez,10026866,11,44311.99586
1430,5215964087,Elena,Rodriguez,10026867,11,24882.01637
1431,9112571003,Jorge,Flores Vargas,10088723,4,1580.20747
1432,9112571003,Jorge,Flores Vargas,10088724,4,9206.65052
1433,8429701043,Ana Diego,Mamani,10088725,4,47164.85623
1434,8429701043,Ana Diego,Mamani,10088726,4,10814.34541
1435,9452688030,Ricardo,Mamani Rodriguez,10035742,10,4940.05466
1436,9452688030,Ricardo,Mamani Rodriguez,10035743,10,17965.18754
1437,6132421738,Luis Juan,Claros,10079892,5,12127.76037
1438,6132421738,Luis Juan,Claros,10079893,5,15451.04457
1439,5634050982,Jose,Perez Claros,10097556,3,45978.2759
1440,5634050982,Jose,Perez Claros,10097557,3,39073.13421
1441,3410851251,Lucia,Perez Rodriguez,10062239,7,7569.13151
1442,3410851251,Lucia,Perez Rodriguez,10062240,7,22812.29239
1443,5459991365,Elena Jorge,Rodriguez Claros,10017886,12,49262.6306
1444,5459991365,Elena Jorge,Rodriguez Claros,10017887,12,8190.19519
1445,6172963899,Jose,Mamani Perez,10000094,8,44350.18064
1446,6172963899,Jose,Mamani Perez,10000095,8,42568.06431
1447,5227788908,Ricardo Ana,Flores Perez,10071091,6,44764.31321
1448,5227788908,Ricardo Ana,Flores Perez,10071092,6,12577.53187
1449,887322103,Jose Lucia Carlos,Flores Garcia,10035744,10,35816.67734
1450,887322103,Jose Lucia Carlos,Flores Garcia,10035745,10,15189.47199
1451,4871852205,Jorge Carlos Maria,Rodriguez,10053342,8,15644.62105
1452,4871852205,Jorge Carlos Maria,Rodriguez,10053343,8,41624.4029
1453,7036239025,Luis Sofia,Flores,10062241,7,11159.70666
1454,7036239025,Luis Sofia,Flores,10062242,7,15680.9887
1455,8885967648,Elena,Garcia Flores,10088727,4,69.74456
1456,8885967648,Elena,Garcia Flores,10088728,4,20578.06429
1457,841469291,Jorge Elena Lucia,Martinez,10106379,2,11541.52027
1458,841469291,Jorge Elena Lucia,Martinez,10106380,2,15189.91438
1459,4464717394,Diego,Mamani,10008964,13,1354.29614
1460,4464717394,Diego,Mamani,10008965,13,20362.06427
1461,3697844146,Carlos,Flores,10106381,2,34941.79314
1462,3697844146,Carlos,Flores,10106382,2,8829.87167
1463,1136778166,Luis Juan Ana,Quispe Flores,10071093,6,340.33068
1464,1136778166,Luis Juan Ana,Quispe Flores,10071094,6,27437.42965
1465,7252033651,Luis,Mamani,10053344,8,28728.67616
1466,7252033651,Luis,Mamani,10053345,8,27634.11734
1467,5491823480,Elena Maria,Claros Mendoza,10008966,13,47237.27975
1468,5491823480,Elena Maria,Claros Mendoza,10008967,13,26071.03536
1469,3148871885,Elena Jorge,Garcia Lopez,10115178,1,21485.61894
1470,3148871885,Elena Jorge,Garcia Lopez,10115179,1,3931.11486
1471,1021083652,Carlos,Mamani Flores,10106383,2,37718.10798
1472,1021083652,Carlos,Mamani Flores,10106384,2,34928.8186
1473,1920314184,Sofia Carlos Juan,Garcia Vargas,10071095,6,40487.98636
1474,1920314184,Sofia Carlos Juan,Garcia Vargas,10071096,6,31967.78271
1475,2149639927,Ana,Perez,10000096,8,9360.92686
1476,2149639927,Ana,Perez,10000097,8,-0.00001
1477,5276472597,Ricardo Maria Juan,Quispe,10071097,6,38195.1915
1478,5276472597,Ricardo Maria Juan,Quispe,10071098,6,4790.74587
1479,4828731359,Ricardo,Flores,10097558,3,20143.11217
1480,4828731359,Ricardo,Flores,10097559,3,11563.90315
1481,6905718365,Maria Diego Diego,Mendoza,10026868,11,250.3756
1482,6905718365,Maria Diego Diego,Mendoza,10026869,11,637.68579
1483,9839822624,Elena Luis Sofia,Rodriguez Flores,10026870,11,46195.88845
1484,9839822624,Elena Luis Sofia,Rodriguez Flores,10026871,11,16892.908
1485,276725316,Ricardo Lucia Carlos,Lopez Mamani,10008968,13,6113.68652
1486,276725316,Ricardo Lucia Carlos,Lopez Mamani,10008969,13,40323.80288
1487,6439953160,Diego Sofia Carlos,Mamani,10079894,5,22923.78697
1488,6439953160,Diego Sofia Carlos,Mamani,10079895,5,10254.53283
1489,6535917324,Jose,Vargas,10044529,9,35267.61727
1490,6535917324,Jose,Vargas,10044530,9,45901.47963
1491,6120608479,Lucia,Lopez Perez,10026872,11,4998.0297
1492,6120608479,Lucia,Lopez Perez,10026873,11,9193.66317
1493,9517282795,Jorge,Rodriguez Vargas,10079896,5,27281.85195
1494,9517282795,Jorge,Rodriguez Vargas,10079897,5,11730.5659
1495,9793118204,Elena Ricardo Luis,Quispe,10097560,3,28802.23156
1496,9793118204,Elena Ricardo Luis,Quispe,10097561,3,27627.45212
1497,7690135921,Jose,Perez Claros,10008970,13,29757.88288
1498,7690135921,Jose,Perez Claros,10008971,13,4867.26545
1499,9068899078,Diego,Mendoza,10044531,9,15909.78363
1500,9068899078,Diego,Mendoza,10044532,9,28823.89598
1501,4762410997,Jose,Flores,10071099,6,22899.90955
1502,4762410997,Jose,Flores,10071100,6,32550.34857
1503,8452127840,Carlos Juan,Mamani Flores,10097562,3,42018.49774
1504,8452127840,Carlos Juan,Mamani Flores,10097563,3,27716.34907
1505,5764185045,Juan,Lopez,10000098,8,11981.94188
1506,5764185045,Juan,Lopez,10000099,9,29954.25147
1507,2590323683,Jose Jorge Juan,Mendoza,10008972,13,26885.98156
1508,2590323683,Jose Jorge Juan,Mendoza,10008973,13,28285.22428
1509,5495183278,Diego Jorge,Lopez Rodriguez,10035746,10,20320.35969
1510,5495183278,Diego Jorge,Lopez Rodriguez,10035747,10,23232.64871
1511,783117714,Ana,Lopez Garcia,10000100,9,4148.19482
1512,783117714,Ana,Lopez Garcia,10000101,9,38538.04945
1513,6035795266,Ana,Vargas Perez,10017888,12,29263.11751
1514,6035795266,Ana,Vargas Perez,10017889,12,526.36751
1515,2013838689,Maria,Quispe Mamani,10053346,8,20071.79519
1516,2013838689,Maria,Quispe Mamani,10053347,8,14680.20025
1517,6064756522,Elena Jose Jorge,Vargas Vargas,10000102,9,30158.29179
1518,6064756522,Elena Jose Jorge,Vargas Vargas,10000103,10,27622.27025
1519,5448939223,Juan Carlos,Quispe,10088729,4,30938.7576
1520,5448939223,Juan Carlos,Quispe,10088730,4,15999.44754
1521,9792981427,Lucia Ricardo Ana,Vargas Claros,10053348,8,289.7373
1522,9792981427,Lucia Ricardo Ana,Vargas Claros,10053349,8,24000.39723
1523,9220733408,Jorge,Mendoza,10000104,10,3206.91894
1524,9220733408,Jorge,Mendoza,10000105,11,27066.9885
1525,8937382034,Maria Elena,Lopez Mendoza,10097564,3,31701.76707
1526,8937382034,Maria Elena,Lopez Mendoza,10097565,3,24503.59021
1527,4550497031,Carlos Lucia Carlos,Vargas,10097566,3,18963.89424
1528,4550497031,Carlos Lucia Carlos,Vargas,10097567,3,936.80214
1529,4011976055,Elena Ricardo Carlos,Lopez Claros,10035748,10,31476.02
1530,4011976055,Elena Ricardo Carlos,Lopez Claros,10035749,10,46560.168
1531,1255418448,Sofia Ricardo Ricardo,Perez,10026874,11,4007.28779
1532,1255418448,Sofia Ricardo Ricardo,Perez,10026875,11,11960.25261
1533,2867794745,GERMAN,RICO RAMALLO,10000106,11,10519.86902
1534,2867794745,Ana,Perez Mendoza,10000107,12,15679.71054
1535,7880894225,Ricardo Ricardo Luis,Garcia,10000108,13,37118.39789
1536,7880894225,Ricardo Ricardo Luis,Garcia,10000109,14,28929.88998
1537,9291874163,Luis,Flores Perez,10115180,1,527.66304
1538,9291874163,Luis,Flores Perez,10115181,1,22.00566
1539,7734830618,Jose Sofia Maria,Claros,10035750,10,39456.09909
1540,7734830618,Jose Sofia Maria,Claros,10035751,10,40630.22754
1541,426821740,Juan,Garcia Mamani,10008974,13,13559.66413
1542,426821740,Juan,Garcia Mamani,10008975,13,11758.01432
1543,5388638393,Diego,Rodriguez,10106385,2,18960.76404
1544,5388638393,Diego,Rodriguez,10106386,2,23209.01146
1545,1347679392,Jorge,Choque Martinez,10097568,3,11502.10634
1546,1347679392,Jorge,Choque Martinez,10097569,3,17247.03965
1547,9175968428,Diego Luis Lucia,Mendoza Rodriguez,10097570,3,485.5173
1548,9175968428,Diego Luis Lucia,Mendoza Rodriguez,10097571,3,38599.91312
1549,6027039265,Ricardo Lucia Juan,Vargas Perez,10097572,3,6286.77517
1550,6027039265,Ricardo Lucia Juan,Vargas Perez,10097573,3,39283.21179
1551,391278330,Elena,Flores Garcia,10088731,4,12.16432
1552,391278330,Elena,Flores Garcia,10088732,4,9212.27913
1553,5974584989,Lucia Ricardo,Perez,10000110,1,28036.38598
1554,5974584989,Lucia Ricardo,Perez,10000111,1,38014.95497
